,0A.d-1.spore,0A.d-1.total,0A.d00.total,0A.d02.total,0A.d04.total,0A.d06.total,0A.d08.spore,0A.d08.total,0A.d10.spore,0A.d10.total,0A.d12.total,0A.d14.total,0A.d16.total,0A.d18.total,0A.d20.total,0A.d24.spore,0A.d24.total,0A.d32.spore,0A.d32.total,0B.d-1.spore,0B.d-1.total,0B.d00.total,0B.d02.total,0B.d04.total,0B.d06.total,0B.d08.spore,0B.d08.total,0B.d10.spore,0B.d10.total,0B.d12.total,0B.d14.spore,0B.d14.total,0B.d16.total,0B.d18.total,0B.d20.total,0B.d24.spore,0B.d24.total,0B.d32.spore,0B.d32.total,0C.d-1.spore,0C.d-1.total,0C.d00.total,0C.d02.total,0C.d04.total,0C.d06.total,0C.d08.spore,0C.d08.total,0C.d10.spore,0C.d10.total,0C.d12.total,0C.d14.spore,0C.d14.total,0C.d16.total,0C.d18.total,0C.d20.total,0C.d24.total,0C.d32.spore,0C.d32.total,0D.d-1.spore,0D.d-1.total,0D.d00.total,0D.d02.total,0D.d04.total,0D.d06.total,0D.d08.spore,0D.d08.total,0D.d10.spore,0D.d10.total,0D.d12.total,0D.d14.spore,0D.d14.total,0D.d16.total,0D.d18.total,0D.d20.total,0D.d24.spore,0D.d24.total,0D.d32.spore,0D.d32.total,16A.d-1.total,16A.d00.total,16A.d16.total,16A.d18.total,16A.d20.total,16A.d24.spore,16A.d24.total,16A.d32.spore,16A.d32.total,16B.d-1.total,16B.d00.total,16B.d16.total,16B.d18.total,16B.d20.total,16B.d24.total,16B.d32.spore,16B.d32.total,16C.d-1.total,16C.d00.total,16C.d16.total,16C.d18.total,16C.d20.total,16C.d24.spore,16C.d24.total,16C.d32.spore,16C.d32.total,16D.d-1.total,16D.d00.total,16D.d16.total,16D.d18.total,16D.d20.total,16D.d24.spore,16D.d24.total,16D.d32.spore,16D.d32.total,2A.d-1.spore,2A.d-1.total,2A.d00.total,2A.d02.total,2A.d04.total,2A.d06.total,2A.d08.total,2A.d32.spore,2A.d32.total,2B.d-1.spore,2B.d-1.total,2B.d00.total,2B.d02.total,2B.d04.total,2B.d06.total,2B.d08.total,2B.d32.spore,2B.d32.total,2C.d-1.spore,2C.d-1.total,2C.d00.total,2C.d02.total,2C.d04.total,2C.d06.total,2C.d08.total,2C.d32.spore,2C.d32.total,2D.d-1.spore,2D.d-1.total,2D.d00.total,2D.d02.total,2D.d04.total,2D.d06.total,2D.d08.total,2D.d32.spore,2D.d32.total,4A.d-1.spore,4A.d-1.total,4A.d00.total,4A.d04.total,4A.d06.total,4A.d08.total,4A.d10.total,4A.d32.spore,4A.d32.total,4B.d-1.spore,4B.d-1.total,4B.d00.total,4B.d04.total,4B.d06.total,4B.d08.total,4B.d10.spore,4B.d10.total,4B.d32.spore,4B.d32.total,4C.d-1.spore,4C.d-1.total,4C.d00.total,4C.d04.total,4C.d06.total,4C.d08.total,4C.d10.total,4C.d32.spore,4C.d32.total,4D.d-1.spore,4D.d-1.total,4D.d00.total,4D.d04.total,4D.d06.total,4D.d08.total,4D.d10.total,4D.d32.spore,4D.d32.total,8A.d-1.total,8A.d00.total,8A.d08.total,8A.d10.total,8A.d12.total,8A.d14.total,8A.d32.spore,8A.d32.total,8B.d-1.total,8B.d00.total,8B.d08.total,8B.d10.total,8B.d12.total,8B.d14.spore,8B.d14.total,8B.d32.spore,8B.d32.total,8C.d-1.spore,8C.d-1.total,8C.d00.total,8C.d08.total,8C.d10.total,8C.d12.total,8C.d14.spore,8C.d14.total,8C.d32.spore,8C.d32.total,8D.d-1.total,8D.d00.total,8D.d08.total,8D.d10.total,8D.d12.total,8D.d14.spore,8D.d14.total,8D.d32.spore,8D.d32.total
f86cec32baad94eb132281c701bf38d8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,16.0,8.0,0.0,0.0,28.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,1178.0,11887.0,1304.0,8.0,1191.0,6.0,0.0,13.0,0.0,0.0,6771.0,1878.0,2863.0,2662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,356.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,58.0,64.0,0.0,0.0,0.0,0.0,0.0,78.0,3324.0,100.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,20.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11107.0,29187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,28382.0,4249.0,22115.0,622.0,1595.0,14720.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2431.0,1541.0,6609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6fb0df04100f50a73b61352acfd5dfda,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25954.0,505.0,32985.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16601.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,1941.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,1027.0,57.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,55.0,1420.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,45.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,24125.0,32.0,17893.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7fd216c797e1375c9fffd1cc22bcd711,0.0,0.0,0.0,0.0,122.0,360.0,0.0,611.0,79.0,1476.0,2966.0,1545.0,1813.0,1475.0,642.0,34.0,1575.0,0.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,108.0,265.0,392.0,778.0,0.0,237.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1973.0,146.0,87.0,57.0,181.0,344.0,1083.0,0.0,2265.0,221.0,864.0,907.0,104.0,1166.0,2753.0,1193.0,1310.0,73.0,1584.0,39.0,1692.0,276.0,397.0,3451.0,2711.0,3435.0,47.0,1857.0,67.0,813.0,0.0,0.0,594.0,691.0,182.0,0.0,0.0,0.0,541.0,1757.0,143.0,0.0,0.0,26.0,4298.0,0.0,0.0,0.0,0.0,171.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1188.0,1470.0,9909.0,6569.0,4471.0,576.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5753.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,33.0,1282.0,2765.0,52.0,0.0,0.0,0.0,22.0,0.0,0.0,80.0,61.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,53.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,92.0,0.0,551.0,457.0,4416.0,3784.0,5431.0,9304.0,36.0,4023.0,999.0,1420.0,840.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d353248c8a7d31bc9f8378a320b77924,34.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29275.0,892.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,3494.0,475.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,70.0,20.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,62657.0,1899.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972d52464eaf5154729329aa484e6d8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11316.0,1529.0,9.0,164.0,0.0,5.0,0.0,0.0,7.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16783.0,53.0,14.0,0.0,24.0,0.0,0.0,0.0,12.0,2692.0,264.0,19.0,0.0,22.0,0.0,0.0,0.0,33.0,6739.0,1215.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,14464.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28039.0,3190.0,675.0,0.0,9.0,0.0,0.0,0.0,0.0,3573.0,55.0,6319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,11.0,0.0,17.0,0.0,0.0
7fac4964fbc95ab2f51af4fc6a3f5b48,0.0,842.0,1948.0,617.0,67.0,24.0,0.0,483.0,0.0,611.0,629.0,446.0,1237.0,890.0,615.0,5.0,178.0,0.0,211.0,0.0,59.0,62.0,215.0,112.0,39.0,0.0,218.0,3.0,944.0,0.0,0.0,711.0,484.0,151.0,155.0,0.0,439.0,0.0,559.0,0.0,40.0,211.0,278.0,49.0,76.0,2.0,116.0,0.0,217.0,835.0,0.0,315.0,1275.0,390.0,476.0,614.0,5.0,532.0,18.0,361.0,1753.0,1204.0,605.0,195.0,0.0,354.0,8.0,504.0,994.0,0.0,215.0,90.0,722.0,909.0,0.0,267.0,0.0,290.0,0.0,29.0,523.0,383.0,84.0,0.0,8.0,0.0,87.0,3705.0,6917.0,370.0,305.0,44.0,29.0,0.0,495.0,10.0,0.0,45.0,0.0,4.0,0.0,0.0,4.0,0.0,1008.0,1447.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,670.0,894.0,616.0,310.0,1147.0,5.0,4011.0,2.0,175.0,88.0,7354.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,8784.0,3.0,0.0,0.0,5.0,2.0,6.0,5.0,7.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.0,707.0,18.0,0.0,2.0,0.0,6.0,0.0,0.0,279.0,1128.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,649.0,2622.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,175.0,96.0,9.0,7.0,7.0,4.0,0.0,0.0,1254.0,914.0,2.0,0.0,84.0,42.0,2.0,2608.0,388.0,146.0,0.0,0.0,0.0,3.0,0.0,19.0,8.0,0.0,447.0,772.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,12.0,50.0,135.0,765.0,976.0,0.0,1372.0,7.0,11204.0
392aa3c45e128c7432f91b3de84541f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,11.0,0.0,0.0,23.0,19119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,290.0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,234.0,313.0,342.0,10.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,6865.0,1955.0,1821.0,12218.0,17371.0,0.0,0.0,12.0,12.0,0.0,17.0,0.0,4742.0,4293.0,12925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3b684e20a3c5098dbfb03b4fcc4101a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,6016.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,27.0,0.0,0.0,9312.0,2865.0,2677.0,18777.0,24990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7268.0,1451.0,4175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54f3fa8080e96ee8c48b77627ac0ae3a,297.0,211.0,393.0,114.0,22.0,111.0,113.0,186.0,101.0,334.0,136.0,117.0,490.0,1444.0,425.0,33.0,512.0,0.0,124.0,82.0,861.0,377.0,288.0,1174.0,359.0,214.0,593.0,154.0,228.0,0.0,25.0,203.0,998.0,1492.0,164.0,36.0,976.0,44.0,237.0,120.0,53.0,481.0,325.0,699.0,155.0,43.0,240.0,37.0,508.0,178.0,5.0,789.0,1198.0,785.0,460.0,537.0,116.0,604.0,427.0,686.0,245.0,724.0,439.0,347.0,635.0,455.0,189.0,49.0,267.0,285.0,92.0,814.0,670.0,154.0,2752.0,175.0,23.0,483.0,21.0,586.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,328.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,409.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,454.0,0.0,0.0,5.0,0.0,0.0,26.0,0.0,51.0,91.0,68.0,0.0,152.0,34.0,1097.0,0.0,1285.0,0.0,73.0,0.0,0.0,16.0,201.0,38.0,37.0,318.0,30.0,95.0,511.0,271.0,2184.0,1526.0,2096.0,0.0,683.0,80.0,1150.0,826.0,22.0,0.0,0.0,0.0,74.0,0.0,61.0,1280.0,693.0,0.0,0.0,0.0,1072.0,812.0,2463.0,376.0,333.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,638.0,270.0,12.0,0.0,0.0,0.0,138.0,0.0,22.0,1103.0,1353.0,5.0,0.0,0.0,0.0,0.0,0.0,513.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,153.0,395.0,665.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,1267.0,0.0,353.0,467.0,57.0,817.0,3767.0,1833.0
40d02991a66df022839b0f4f3c49647f,0.0,42.0,196.0,678.0,2659.0,4122.0,3943.0,3272.0,4345.0,1252.0,5538.0,1092.0,716.0,551.0,427.0,0.0,87.0,108.0,2555.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,0.0,1540.0,1391.0,539.0,40.0,752.0,0.0,0.0,43.0,306.0,1255.0,950.0,159.0,1021.0,809.0,1246.0,689.0,244.0,2524.0,774.0,3226.0,1271.0,471.0,2595.0,81.0,1253.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,363.0,0.0,0.0,10.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,80.0,184.0,765.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,35.0,0.0,0.0,822.0,1277.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,1497.0,2315.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
6d59e45524751443fb12c13822f06712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10593.0,63.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,587.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,42513.0,537.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877d2f269c0098e711943433da21e87d,67.0,107.0,147.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,137.0,382.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.0,196.0,1293.0,1216.0,932.0,589.0,685.0,3331.0,1372.0,1066.0,914.0,1403.0,959.0,965.0,2424.0,131.0,1171.0,1026.0,411.0,271.0,0.0,0.0,0.0,13.0,0.0,0.0,123.0,256.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,434.0,676.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0,2044.0,651.0,2085.0,204.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,2380.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,112.0,497.0,271.0,0.0,0.0,0.0,0.0,348.0,3142.0,33.0,204.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,260.0,639.0,921.0,785.0,1089.0,110.0,485.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,169.0,2289.0,841.0,482.0,1404.0,1363.0,3591.0,4926.0
368c8aaf10922a92b5d77aa9eb36a7c0,0.0,0.0,0.0,80.0,229.0,69.0,0.0,0.0,0.0,66.0,0.0,0.0,38.0,114.0,0.0,0.0,0.0,0.0,0.0,594.0,1561.0,10469.0,4008.0,2035.0,4035.0,73.0,1683.0,33.0,637.0,0.0,0.0,539.0,249.0,139.0,15.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,72.0,466.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,537.0,276.0,50.0,0.0,0.0,69.0,0.0,0.0,135.0,492.0,890.0,37.0,0.0,200.0,12183.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1272.0,0.0,0.0,5874.0,3420.0,3692.0,13.0,0.0,0.0,772.0,0.0,0.0,0.0,144.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
